# key\tvalue\tscore
# key: pinyin (no spaces/tones)

shuojin	说今	3
shuoming	说明	3
shuozuo	说昨	3
shuowan	说晚	3
shuozao	说早	3
shuoshang	说上	3
shuoxia	说下	3
shuodian	说点	3
shuonian	说年	3
shuoyue	说月	3
shuori	说日	3
shuosheng	说生	3
shuogong	说工	3
shuoxue	说学	3
shuoxi	说习	3
shuojia	说家	3
shuopeng	说朋	3
shuolao	说老	3
shuotong	说同	3
shuoxiao	说小	3
shuoda	说大	3
shuoduo	说多	3
shuoshao	说少	3
shuomei	说没	3
shuozhen	说真	3
shuopiao	说漂	3
shuoliang	说亮	3
shuogao	说高	3
shuoxing	说兴	3
shuohe	说喝	3
shuochi	说吃	3
shuofan	说饭	3
shuoshui	说水	3
shuomen	说们	3
shuoma	说吗	3
shuona	说那	3
shuozhe	说这	3
shuozen	说怎	3
shuowei	说为	3
shuoyin	说因	3
shuosuo	说所	3
shuoke	说可	3
xieni	谢你	3
xiehao	谢好	3
xiewo	谢我	3
xieshi	谢是	3
xiede	谢的	3
xiebu	谢不	3
xiezai	谢在	3
xieyou	谢有	3
xiehen	谢很	3
xiexiang	谢想	3
xieyao	谢要	3
xiequ	谢去	3
xielai	谢来	3
xiehui	谢会	3
xiekan	谢看	3
xieting	谢听	3
xieshuo	谢说	3
xieqing	谢请	3
xiedui	谢对	3
xiecuo	谢错	3
xiezhong	谢中	3
xieguo	谢国	3
xieren	谢人	3
xietian	谢天	3
xieqi	谢气	3
xiejin	谢今	3
xieming	谢明	3
xiezuo	谢昨	3
xiewan	谢晚	3
xiezao	谢早	3
xieshang	谢上	3
xiexia	谢下	3
xiedian	谢点	3
xienian	谢年	3
xieyue	谢月	3
xieri	谢日	3
xiesheng	谢生	3
xiegong	谢工	3
xiexue	谢学	3
xiexi	谢习	3
xiejia	谢家	3
xiepeng	谢朋	3
xielao	谢老	3
xietong	谢同	3
xiexiao	谢小	3
xieda	谢大	3
xieduo	谢多	3
xieshao	谢少	3
xiemei	谢没	3
xiezhen	谢真	3
xiepiao	谢漂	3
xieliang	谢亮	3
xiegao	谢高	3
xiexing	谢兴	3
xiehe	谢喝	3
xiechi	谢吃	3
xiefan	谢饭	3
xieshui	谢水	3
xiemen	谢们	3
xiema	谢吗	3
xiena	谢那	3
xiezhe	谢这	3
xiezen	谢怎	3
xiewei	谢为	3
xieyin	谢因	3
xiesuo	谢所	3
xieke	谢可	3
qingni	请你	3
qinghao	请好	3
qingwo	请我	3
qingshi	请是	3
qingde	请的	3
qingbu	请不	3
qingzai	请在	3
qingyou	请有	3
qinghen	请很	3
qingxiang	请想	3
qingyao	请要	3
qingqu	请去	3
qinglai	请来	3
qinghui	请会	3
qingkan	请看	3
qingting	请听	3
qingxie	请谢	3
qingqing	请请	3
qingdui	请对	3
qingcuo	请错	3
qingzhong	请中	3
qingguo	请国	3
qingren	请人	3
qingtian	请天	3
qingqi	请气	3
qingjin	请今	3
qingming	请明	3
qingzuo	请昨	3
qingwan	请晚	3
qingzao	请早	3
qingshang	请上	3
qingxia	请下	3
qingdian	请点	3
qingnian	请年	3
qingyue	请月	3
qingri	请日	3
qingsheng	请生	3
qinggong	请工	3
qingxue	请学	3
qingxi	请习	3
qingjia	请家	3
qingpeng	请朋	3
qinglao	请老	3
qingtong	请同	3
qingxiao	请小	3
qingda	请大	3
qingduo	请多	3
qingshao	请少	3
qingmei	请没	3
qingzhen	请真	3
qingpiao	请漂	3
qingliang	请亮	3
qinggao	请高	3
qingxing	请兴	3
qinghe	请喝	3
qingchi	请吃	3
qingfan	请饭	3
qingshui	请水	3
qingmen	请们	3
qingma	请吗	3
qingna	请那	3
qingzhe	请这	3
qingzen	请怎	3
qingwei	请为	3
qingyin	请因	3
qingsuo	请所	3
qingke	请可	3
duini	对你	3
